npsn,nama_sekolah,akreditasi,alamat,kelurahan,kecamatan
20109874,TK Dian Pratama,B,Jl. Pengaten Ali No. 7,Ciracas,Ciracas
20109627,TK Dinamika,Tidak Terakreditasi,Jl. Monumen Pancasila Sakti No. 9,Lubang Buaya,Cipayung
20110947,TK Dinna,Tidak Terakreditasi,Jl. Raya Kebon Jeruk Rt.07/01,Kebon Jeruk,Kebon Jeruk
20110062,TK Dirgahayu,Tidak Terakreditasi,Jl. Elang,Kampung Tengah,Kramat Jati
20110948,TK Djuwita,Tidak Terakreditasi,Puri Gardena Jl. Gardena Utama Raya,Pegadungan,Kalideres
69820765,TK Doctorabbit,Tidak Terakreditasi,Taman Duren Sawit Blok E 1/9,Duren Sawit,Duren Sawit
20110646,TK Don Bosco,A,Jl. Kelapa Cengkir FH2 No. 7 - 10,Kelapa Gading Timur,Kelapa Gading
20111902,TK Don Bosco II,A,Jl. Pulo Mas Barat V,Kayu Putih,Pulo Gadung
20110949,TK Duri Indah,Tidak Terakreditasi,Jl. Kamp. Duri No. 99,Semanan,Kalideres
20178149,TK Duta Kasih Nasional Plus,Tidak Terakreditasi,Jl. Malaka No. 8,Kelapa Dua Wetan,Ciracas
20110950,TK Duta Ursula,B,Jl. Duta Mas F/4,Wijaya Kusuma,Grogol Petamburan
20110186,TK Dwi Cakti Bhakti,Tidak Terakreditasi,Jl. Bekasi Timur IV/ 15,Cipinang Besar Utara,Jatinegara
20111454,TK Dwi Harapan II,B,Jl. Mega Kuningan Barat III/1,Kuningan Timur,Setia Budi
20111905,TK Dwi Kartika,A,Jl. Batu Ampar III/24A,Batu Ampar,Kramat Jati
20111906,TK Dwi Warna,Tidak Terakreditasi,Jl. Dr. Sumarno. No. 29,Penggilingan,Cakung
69830949,TK Dwiyanti,C,Jl. Kemang Selatan ID/16A,Bangka,Mampang Prapatan
,TK Early Step,Tidak Terakreditasi,Jl. H. Mursid No. 16,Kebagusan,Pasar Minggu
20110164,TK Eka Dharma Santi,A,Jl. Raya Bogor Km. 23,Ciracas,Ciracas
20110951,TK Eka Ria,A,Jl. HH Masjid Assurur No. 7A,Kebon Jeruk,Kebon Jeruk
20111457,TK Ekadiayasa,A,Jl. Merpati Pesanggrahan,Pesanggrahan,Pesanggrahan
20111458,TK El Syifa,A,Jl. RM. Kahfi I,Ciganjur,Jagakarsa
20110824,TK Eloy,B,Jl. Tanah Sereal XVIII No. 17A,Tanah Sareal,Tambora
20110952,TK El-Shaddai,B,Jl. Citra Garden 5 Blok A6,Pegadungan,Kalideres
20112486,TK Embun Pagi,Tidak Terakreditasi,Jl. Raya Kalimalang No. 39,Duren Sawit,Duren Sawit
20110953,TK Emmanuel,A,Jl. Kemenangan VIII No. 1A,Glodok,Taman Sari
69942706,TK ENGLISH SPEAKING MOSLEM,Tidak Terakreditasi,Jl. sunan Drajat No.36,Jati,Pulo Gadung
20110647,TK Ester,Tidak Terakreditasi,Jl. Jati III No. 11,Sungai Bambu,Tanjung Priok
20111459,TK Etika,B,Jl. Jati Raya Utara No. 50,Pondok Labu,Cilandak
,TK Fahman Jayyidan,C,Pulau Pramuka Rt. 002/04,Pulau Panggang,Kepulauan Seribu Utara
20111908,TK Fahmi,Tidak Terakreditasi,Jl. Komarudin I No. 58,Penggilingan,Cakung
20110955,TK Fajar,Tidak Terakreditasi,Jl. SMP 187 Gaga Rt. 007/03,Semanan,Kalideres
20111460,TK Fajar,Tidak Terakreditasi,Jl. Gotong Royong III No. 16,Gandaria Utara,Kebayoran Baru
20111909,TK Fajar,Tidak Terakreditasi,Jl. Kayu Manis Timur No. 52D,Kayu Manis,Matraman
69910360,TK Fajar Indah,A,Jl. Waspada Raya I. No. 30,Pademangan Barat,Pademangan
20110956,TK Fajar Pertiwi,B,Jl. Jati I No. 40A,Cengkareng Timur,Cengkareng
20110957,TK Fajar Sion,A,Jl. P. Jayakarta No. 1,Pinangsia,Taman Sari
,TK Fakhriyah,Tidak Terakreditasi,Jl. Lingkungan 3,Tegal Alur,Kalideres
20111461,TK Fantasia,A,Jl. Gandaria I No. 49-51,Kramat Pela,Kebayoran Baru
20110649,TK Fatahilah,Tidak Terakreditasi,Jl. Kedondong III No. 9,Sunter Jaya,Tanjung Priok
,TK Fatahillah,Tidak Terakreditasi,Jl. Puskesmas I No. 22,Duri Kosambi,Cengkareng
20110650,TK Fatahillah,B,Jl. Lodan Dalam II/17,Ancol,Pademangan
20111462,TK Fatahillah,B,Jl. Buncit Pulo Kalibata,Kalibata,Pancoran
20111463,TK Fatahillah,B,Jl. Masjid Rt. 004/05 No.52,Lenteng Agung,Jagakarsa
20111910,TK Fatahillah,Tidak Terakreditasi,Jl. H. Jusin Rt. 05/01,Susukan,Ciracas
69789173,TK Fatahillah Kebagusan,A,Jl. Kebagusan No. 41,Kebagusan,Pasar Minggu
20110958,TK Fatimah,B,Jl. Gelong Baru Timur VI No.22,Tomang,Grogol Petamburan
20110959,TK Fattahillah,C,Jl. Keutamaan No. 89,Krukut,Taman Sari
20110081,TK Faturrachman,Tidak Terakreditasi,Jl. Karya,Kampung Tengah,Kramat Jati
69790704,TK Fitrah Insani,Tidak Terakreditasi,Jalan Kota Bambu Raya No.1,Kota Bambu Selatan,Palmerah
20111466,TK Fitria,Tidak Terakreditasi,Jl. Pondok Pinang III,Pondok Pinang,Kebayoran Lama
20110412,TK Fransiskus I,A,Jl. Kramat Raya No. 67,Kramat,S e n e n
69830792,TK Fun Kidz Preschool,Tidak Terakreditasi,Jl. Kemuning 2 No.57,Pejaten Timur,Pasar Minggu
,TK Future Stars,Tidak Terakreditasi,Jalan Samanhudi No. 6,Pasar Baru,Sawah Besar
20110653,TK Gading Asri,B,Jl. Kelapa Nias IV PA. 10/1,Pegangsaan Dua,Kelapa Gading
20110961,TK Galatia I,C,Jl. Seni Budaya VI/4,Jelambar,Grogol Petamburan
20110962,TK Galatia II,Tidak Terakreditasi,Jl. Merpati Raya No.1,Wijaya Kusuma,Grogol Petamburan
20110963,TK Galatia III,Tidak Terakreditasi,Jl. Bambu Larangan No. 57,Pegadungan,Kalideres
,TK Gamaliel,Tidak Terakreditasi,Jl. Jembatan Besi II No. 45 Rt. 005/01,Jembatan Besi,Tambora
20110654,TK Gandhi,A,Jl. Pangandaran I X Blok B-4,Ancol,Pademangan
,TK GANDHI MEMORIAL INDONESIA SCHOOL,,Jl. H.B.R Motik. Kota Baru Kemayoran Blok D6,Kemayoran,Kemayoran
20110964,TK Garuda,B,Jl. Duri utara I No. 1,Duri Utara,Tambora
20111467,TK Garuda,B,Jl. Bukit Duri Raya No. 6,Bukit Duri,T e b e t
20110655,TK Gaya Putra,Tidak Terakreditasi,Jl. Ekx. Komp. Gaya Motor,Semper Timur,Cilincing
20111468,TK Genesis,B,Jl. Kebayoran Lama No. 16,Grogol Selatan,Kebayoran Lama
,TK Gita Islamic Montessori School,Tidak Terakreditasi,Jl. Kemang Dalam VI/C No. 14,Bangka,Mampang Prapatan
20110226,TK Gladi Siwi,B,Jl. Mundu Rt. 05/04 No. 42,Lubang Buaya,Cipayung
69911635,TK GLOBAL SEVILLA PURI INDAH,A,Jl. Kembangan Raya Blok JJ - Puri Indah,Kembangan Selatan,Kembangan
20110656,TK Glory,Tidak Terakreditasi,Jl. Sunter Garden Blok B3 No:10B,Sunter Agung,Tanjung Priok
20111913,TK Grasia,Tidak Terakreditasi,Jl. Komp. Cip. Cempedak II/4,Cipinang Cempedak,Jatinegara
20111914,TK Griya Wartawan,B,Jl. Majalah Blok B No.9A,Cipinang Muara,Jatinegara
69938945,TK Guang Ming,Tidak Terakreditasi,Jln Tanjung duren Utara IV No 232,Tanjung Duren Utara,Grogol Petamburan
69789288,TK Gudang Peluru,B,Jl. Blok K. Taman Gudang Peluru,Kebon Baru,T e b e t
20110414,TK Hamdallah,A,Jl. Salemba Bluntas II No. B50,Paseban,S e n e n
20111915,TK Hamong Putra,Tidak Terakreditasi,Jl. Tanah 80 No. 18,Klender,Duren Sawit
20111470,TK Handayani,C,Jl. Bukit Duri Tanjakan No. 44,Bukit Duri,T e b e t
20111916,TK Handayani,B,Jl. Kemuning No. 3,Utan Kayu Utara,Matraman
20111471,TK Hang Tuah 11,A,Jl. Ambalun No. 1 Komp. AL,Pondok Labu,Cilandak
20110657,TK Hang Tuah II,A,Jl. Trisula No. 1 Dewa Kembar,Semper Timur,Cilincing
69830774,TK Hang Tuah IV,B,Jl. TL Kumai Komp. TNI AL,Pasar Minggu,Pasar Minggu
20110658,TK Hang Tuah IX,B,Jl. Tabah Raya,Kelapa Gading Barat,Kelapa Gading
20111473,TK Hang Tuah V,A,Jl. Memed Bhumi Marinir,Cilandak Timur,Pasar Minggu
20111474,TK Hang Tuah VII,A,Jl. Komp. Seskoal Cipulir,Cipulir,Kebayoran Lama
20110659,TK Hangtuah I,A,Jl. Gadang No. 36,Sungai Bambu,Tanjung Priok
20110184,TK Hanniek Hikmah,Tidak Terakreditasi,Jl. BB No. 53,Cipinang Muara,Jatinegara
,TK Happy Holy Kids,Tidak Terakreditasi,Jl. Boulevard Raya Kelapa Gading Permai No.21,Kelapa Gading Timur,Kelapa Gading
,TK Happy Holy Kids,Tidak Terakreditasi,Jl. Melati II Blok S 1-2,Pesanggrahan,Pesanggrahan
,TK Happy Holy Kids,Tidak Terakreditasi,Jl. Taman Palem Lestari Blok A 10 No. 5,Cengkareng Barat,Cengkareng
20110660,TK Happy Holy Kids Bethany,B,Jl. STS III Blok A No. 27,Sunter Agung,Tanjung Priok
20110227,TK Harapan,Tidak Terakreditasi,Jl. Banjar Jati Rt. 08/02,Setu,Cipayung
20110416,TK Harapan,Tidak Terakreditasi,Jl. Harapan Mulia X No.1,Harapan Mulia,Kemayoran
20110967,TK Harapan,Tidak Terakreditasi,Jl. Arimbi No. 5,Kota Bambu Utara,Palmerah
20111728,TK Harapan,B,Jl. Dewi Sartika No. 200,Cawang,Kramat Jati
20111918,TK Harapan,B,Jl. Perintis Kemerdekaan,Pulo Gadung,Pulo Gadung
69820351,TK Harapan,C,Jl. Pabrik Kulit No. 2,Mangga Dua Selatan,Sawah Besar
20110968,TK Harapan Abadi,Tidak Terakreditasi,Jl. Bandengan Utara I No.16,Pekojan,Tambora
20110185,TK Harapan Bangsa,Tidak Terakreditasi,Jl. Cipinang Pulo No. 15,Cipinang Besar Utara,Jatinegara
20110969,TK Harapan Bangsa,Tidak Terakreditasi,Jl. Semanan No. 19,Semanan,Kalideres
20111920,TK Harapan Bangsa,Tidak Terakreditasi,Jl. Madrasah Tanah 80 No. 31,Klender,Duren Sawit
20109819,TK Harapan Bunda,A,Jl. Pulogebang Permai,Pulo Gebang,Cakung
20110970,TK Harapan Bunda,Tidak Terakreditasi,Jl. Sekolah,Tegal Alur,Kalideres
20110130,TK Harapan I,B,Jl. Raya Bogor Km. 20,Kramat Jati,Kramat Jati
20111475,TK Harapan Ibu,A,Jl. H. Banan No. 1,Pondok Pinang,Kebayoran Lama
20111922,TK Harapan II,Tidak Terakreditasi,Jl. Jembatan No. 36 Rt.010/002,Penggilingan,Cakung
20111923,TK Harapan III,Tidak Terakreditasi,Jl. Raya Penggilingan,Penggilingan,Cakung
,TK Harapan Jaya,B,Jl. Setia C2/29,Cengkareng Timur,Cengkareng
20110661,TK Harapan Jaya,B,Jl. Sungai Musi Kav Semper Blok F No 206,Semper Barat,Cilincing
20110972,TK Harapan Kasih,Tidak Terakreditasi,Jl. Tg. Duren Barat V/7,Tanjung Duren Utara,Grogol Petamburan
,TK Harapan Lestari,B,Jl. Belimbing No. 1,Rawa Buaya,Cengkareng
20111476,TK Harapan Mulia,B,Jl. M. Saidi 35C,Petukangan Selatan,Pesanggrahan
20111924,TK Harapan Nusa,Tidak Terakreditasi,Jl. Kapuk II Klender,Klender,Duren Sawit
,TK Harapan Pertiwi,Tidak Terakreditasi,JL. OBSIDIAN NO.44,Kapuk,Cengkareng
20111925,TK Harapan Utama,B,Jl. Kelapa Sawit Raya 29,Utan Kayu Selatan,Matraman
69789136,TK Harapan Utama,A,Jl. Margasatwa Barat No. 9,Cilandak Timur,Pasar Minggu
20111478,TK Harmoni,Tidak Terakreditasi,Jl. H. Buang Ulujami,Ulujami,Pesanggrahan
20110973,TK Harvard,B,Jl. P. Tubagus Angke No. 33,Angke,Tambora
20110974,TK Hati Kudus,B,Jl. Kav. Polri AIII/114-117,Jelambar,Grogol Petamburan
20110417,TK Hati Suci,A,Jl. Hati Suci No. 2,Kampung Bali,Tanah Abang
20111926,TK Hidayatul Firdaus,B,Jl. Komodor No. 1,Halim Perdana Kusumah,Makasar
,TK Hidayatun Nurul Belawa,Tidak Terakreditasi,Jl. Raya Kebayoran Lama No.38,Sukabumi Selatan,Kebon Jeruk
69830822,TK Hidayatut Thalibin,Tidak Terakreditasi,Jl. Cilandak Tengah III/53,Cilandak Barat,Cilandak
20111480,TK Hidayutullah,B,Jl. Kebon Mangga Tengah,Cipulir,Kebayoran Lama
20111481,TK High Scope Indonesia,A,Jl. TB. Sipatupang No. 8,Cilandak Barat,Cilandak
20112483,TK High Scope Indonesia,Tidak Terakreditasi,BULEVAR SENTRA KELAPA GADING,Kelapa Gading Barat,Kelapa Gading
,TK Highscope Indonesia,A,Taman Alfa Indah Blok A/9,Joglo,Kembangan
20110228,TK Hikari Kids,Tidak Terakreditasi,Jl. Raya Gempol Kavling II No. 19,Ceger,Cipayung
20109631,TK Hikmah,A,Jl. Tegalan 1 H / 309,Pal Meriem,Matraman
,TK Holy Angels,B,Jl. Batang Hari No. 42,Cideng,Gambir
20110975,TK Holy Angels,A,Taman Aries Blok F II/15A,Meruya Utara,Kembangan
20109822,TK Hosana,Tidak Terakreditasi,Jl. Pulogebang Permai,Pulo Gebang,Cakung
20109876,TK Hubaya I,B,Jl. Raya PKP No. 25,Kelapa Dua Wetan,Ciracas
20111484,TK Husni Thamrin,Tidak Terakreditasi,Jl. Damai No 63,Petukangan Selatan,Pesanggrahan
69830917,TK Husni Thamrin,Tidak Terakreditasi,Jl. Rawa Simprung III No. 11,Grogol Selatan,Kebayoran Lama
20110662,TK Husnul Wafa,B,Jl. Kramat Jaya IV/27,Lagoa,K o j a
20110980,TK Ibnu Sabil,Tidak Terakreditasi,Jl. Mesjid Nurul Iman,Semanan,Kalideres
20110663,TK Ibrahim,Tidak Terakreditasi,Jl. Pepaya No. 19,Semper Barat,Cilincing
20110664,TK Ibu Rani,Tidak Terakreditasi,Jl. Raya Cilincing Tanah Merdeka,Kalibaru,Cilincing
69830764,TK Ibu Zaenab,B,Jl. Saco No. 18 HC,Ragunan,Pasar Minggu
20110981,TK Idaman,Tidak Terakreditasi,Jl. Jelambar Barat I/23,Jelambar Baru,Grogol Petamburan
20109976,TK Igel,A,Jl. H. Taiman Raya II/19,Gedong,Pasar Rebo
20109958,TK Ignatius Slamet Riyadi,A,Jl. Raya Bogor Km. 24,Cijantung,Pasar Rebo
69830823,TK II YP. BDN,A,Jl. Bursa No. 18 Komp. Bank Mandiri,Cilandak Barat,Cilandak
20109687,TK Ikal I,B,Jl. H. Ten A / 21 Komplek BULOG Blok B,Kayu Putih,Pulo Gadung
20110983,TK Ikal II,B,Jl. Pos Pengumben,Sukabumi Selatan,Kebon Jeruk
20111488,TK Ikastri,Tidak Terakreditasi,Jl. Komp. Perhubungan,Kebayoran Lama Selatan,Kebayoran Lama
20110418,TK Ikhlas Prasasti,Tidak Terakreditasi,"Jl. Sumur Batu Utara No. 2 Kemayoran, Jakpus",Sumur Batu,Kemayoran
20110984,TK Immanuel,Tidak Terakreditasi,Jl. Al Amanah Raya No. 145,Wijaya Kusuma,Grogol Petamburan
,TK Impian Bunda,A,Jl. Rasamala Hijau II Blok H7 No.1A,Duri Kosambi,Cengkareng
20110985,TK Indah Dahlia,C,Jl. Komp. Kamtib No. 12,Joglo,Kembangan
20111934,TK Indah Dahlia,Tidak Terakreditasi,Jl. Abadi No. 27 blok i,Duren Sawit,Duren Sawit
,TK Indonesia Global School,Tidak Terakreditasi,Jl. Bakti Indah No. 7 Warung Silah,Ciganjur,Jagakarsa
20111935,TK Indriana,Tidak Terakreditasi,Jl. Taman Berdikari No. 283,Cipinang Cempedak,Jatinegara
20110419,TK Indriyasana,B,Jl. Kawi-Kawi Bawah L 48,Johar Baru,Johar Baru
20110420,TK Indriyasana,B,Jl. KayuJjati III/8 Jakarta Timur,Pegangsaan,Menteng
20111490,TK Indriyasana,Tidak Terakreditasi,Jl. H. Ramli Urata I No. 29,Menteng Dalam,T e b e t
20109977,TK Insan Cemerlang,Tidak Terakreditasi,Jl. Tegal Sari No. 20,Kalisari,Pasar Rebo
69830991,TK Insan Mulia Care,Tidak Terakreditasi,Jl. Pengadegan Selatan No. 24,Pengadegan,Pancoran
,TK Insan Pratama,Tidak Terakreditasi,Jl. Melati VI/21,Kapuk,Cengkareng
,TK Intan,Tidak Terakreditasi,Jl. Ancol Selatan,Sunter Agung,Tanjung Priok
20110986,TK Ipeka Puri,A,Jl. Puri Indah Blok I,Kembangan Selatan,Kembangan
20110976,TK IPEKA Tomang,A,Jl. Green Ville Blok SD DuriKepa,Duri Kepa,Kebon Jeruk
20110421,TK Irsyadiyah,A,Jl. Emas No.44 Sumur Batu Kemayoran,Sumur Batu,Kemayoran
20111937,TK Irvan Hamzah,B,Jl. Arus Jati No. 17,Jatinegara Kaum,Pulo Gadung
,TK Islam Abu Daud,Tidak Terakreditasi,Jl. Raya Rawa Kuning Rt. 11/02,Pulo Gebang,Cakung
,TK Islam Ad-Dahiriyyah,Tidak Terakreditasi,Jl. Joglo Raya Gg. Musholla,Joglo,Kembangan
20110165,TK Islam Adinda,Tidak Terakreditasi,Jl. SMU 99,Cibubur,Ciracas
69830950,TK Islam Ahdi,Tidak Terakreditasi,Jl. Kemang Raya No. 84,Bangka,Mampang Prapatan
20110422,TK Islam Aisyah 22,A,Jl. Percetakan Negara XI,Rawasari,Cempaka Putih
20111939,TK Islam Al Abidin,Tidak Terakreditasi,Jl. H. Hanafi Pondok Bambu,Pondok Bambu,Duren Sawit
20111807,TK Islam Al Abror,B,Jl. Tipar Cakung Gg. Tebu,Cakung Barat,Cakung
,TK Islam Al Amanah,Tidak Terakreditasi,Jl. Sunter Karya Selatan IV,Sunter Agung,Tanjung Priok
20110423,TK Islam Al Amin,B,Jl. Murdai No. 1,Cempaka Putih Barat,Cempaka Putih
69830905,TK Islam Al Azhar 4,A,Jl. Ciputat Raya No.5A,Kebayoran Lama Selatan,Kebayoran Lama
69789243,TK Islam Al Azhar Syifa Budi,A,Jl. Kemang Raya No. 7,Bangka,Mampang Prapatan
,TK Islam Al Azhar Syuhada,Tidak Terakreditasi,Jl. Jagakarsa Raya No. 38,Jagakarsa,Jagakarsa
20110298,TK Islam Al Badriyah,B,Jl. Raya Komodor Udara Halim P.K. No. 24,Kebon Pala,Makasar
20110669,TK Islam Al Barkah,B,Jl. Teguh X Komplek TNI AL,Kelapa Gading Barat,Kelapa Gading
20110987,TK Islam Al Barkah,Tidak Terakreditasi,Green Garden No. 13,Kedoya Utara,Kebon Jeruk
69830798,TK Islam Al Barkah,B,Jl Karang Tengah Raya No.10,Lebak Bulus,Cilandak
20110212,TK Islam Al Barokah,B,Jl. Cipinang Cempedak IV/42,Cipinang Cempedak,Jatinegara
20110132,TK Islam Al Faizin,Tidak Terakreditasi,Jl. Damiri No. 158,Batu Ampar,Kramat Jati
69820674,TK Islam Al Falah,Tidak Terakreditasi,Jl. Rawa Bambu 1,Pasar Minggu,Pasar Minggu
20111941,TK Islam Al Farabi,Tidak Terakreditasi,Jl. Swadaya IV Kp. Pulo Jahe,Jatinegara,Cakung
69728748,TK Islam Al Hasanah,Tidak Terakreditasi,Jl. Tanah Manisan No.10,Cipinang Cempedak,Jatinegara
20111942,TK Islam Al Hazmi,B,Jl. Tipar Cakung,Cakung Barat,Cakung
20110665,TK Islam Al Hidayah,B,Jl. Angin Gending No. 45,Semper Barat,Cilincing
20111494,TK Islam Al Hidayah,Tidak Terakreditasi,Jl. H. Ilyas No. 56,Petukangan Utara,Pesanggrahan
20111944,TK Islam Al Huda,Tidak Terakreditasi,Jl. Bambu Apus Raya No. 85,Pondok Bambu,Duren Sawit
20111945,TK Islam Al Humaid,Tidak Terakreditasi,Jl. Pahlawan Revolusi No. 1,Pondok Bambu,Duren Sawit
20110208,TK Islam Al Husna,Tidak Terakreditasi,Jl. Pinang Merah Cipinang Indah,Cipinang Muara,Jatinegara
,TK ISLAM AL IHSAN ATTAHIRIYAH,Tidak Terakreditasi,Jl. Cipinang Jaya CC/DD,Cipinang Besar Selatan,Jatinegara
,TK Islam Al Ikhlas,B,Jl. Rancho Indah Gg. H. Muhiyin No.19 A,Tanjung Barat,Jagakarsa
20109831,TK Islam Al Ikhlas,Tidak Terakreditasi,Jl. Bulak Jaya 58A Rt. 017/08,Pulo Gebang,Cakung
20109842,TK Islam Al Ikhlas,Tidak Terakreditasi,"Jl. H.Rikin 1, Rawa Kuning",Pulo Gebang,Cakung
,TK Islam Al Ishlah,Tidak Terakreditasi,Jl. Kampung Rawa II No. 2,Kebon Jeruk,Kebon Jeruk
20177834,TK Islam Al Istiqomah,Tidak Terakreditasi,Jl. Gading Raya I No. 54,Pisangan Timur,Pulo Gadung
,TK Islam Al Jabr,Tidak Terakreditasi,Jl. bango II no. 34,Pondok Labu,Cilandak
20110026,TK Islam Al Kalam,Tidak Terakreditasi,Jl. Swadaya I No. 11 Rt. 002/01,Duren Sawit,Duren Sawit
,TK Islam Al Kautsar,B,Jl. Manggis No. 15,Ciganjur,Jagakarsa
20110988,TK Islam Al Kautsar,Tidak Terakreditasi,Jl. Meruya Utara No. 37,Meruya Utara,Kembangan
20111495,TK Islam Al Makmur,Tidak Terakreditasi,Jl. Kmp. Kalibata,Srengseng Sawah,Jagakarsa
20111948,TK Islam Al Manar,Tidak Terakreditasi,Jl. Pondok Kelapa Selatan No. 26,Pondok Kelapa,Duren Sawit
20109894,TK Islam Al Ma'ruf,Tidak Terakreditasi,Jl. Raya Lapangan Tembak,Kelapa Dua Wetan,Ciracas
20110077,TK Islam Al Mawaddah,Tidak Terakreditasi,Jl. Mesjid Al Bariyah,Kampung Tengah,Kramat Jati
20110044,TK Islam Al Muhajirin,Tidak Terakreditasi,Jl. Taman Malaka Utara No. 12,Malaka Jaya,Duren Sawit
20111949,TK Islam Al Muhajirin,B,Jl. Kelapa Kuning Raya,Pondok Kelapa,Duren Sawit
69753948,TK Islam Al Muhajirin,Tidak Terakreditasi,Jl. Wijaya Kusuma Raya,Ujung Menteng,Cakung
20110379,TK Islam Al Mujaahidin,Tidak Terakreditasi,"Jl. Cempaka Baru Timur IV/28 Kemayoran, Jakpus",Cempaka Baru,Kemayoran
20111951,TK Islam Al Mujahirin,Tidak Terakreditasi,Jl. Pondok Kopi Raya Blok E2,Pondok Kopi,Duren Sawit
20111368,TK Islam Al Syukro,A,Jl. Puri Mutiara I No. 9,Cipete Selatan,Cilandak
20110426,TK Islam Al Wakaf,Tidak Terakreditasi,Jl. Sinyar VII No. 28,Duri Pulo,Gambir
20111953,TK Islam Al Wathoniyah 2,Tidak Terakreditasi,Jl. H. Sidin 1 Rawa Domba,Duren Sawit,Duren Sawit
20110110,TK Islam Al-Abror,A,Jl. Tanah Merdeka No18,Rambutan,Ciracas
,TK Islam Al-Amanah,B,Jl. Pusdiklat Depnaker Rt. 010/05,Makasar,Makasar
20111496,TK Islam Al-Anwar,B,Jl. Jiban No. 7,Grogol Selatan,Kebayoran Lama
20110667,TK Islam Al-Azhar Kelapa Gading,A,Jl. Kelapa Sawit Raya,Kelapa Gading Timur,Kelapa Gading
20110232,TK Islam Al-Baidlo,C,Jl. Al-Baidlo Raya No. 29,Lubang Buaya,Cipayung
,TK Islam Al-Barokah,B,Jl. Masjid Al Barokah,Srengseng Sawah,Jagakarsa
20109607,TK Islam Al-Fathonah,Tidak Terakreditasi,Jl. SMP 160 No. 29,Ceger,Cipayung
20111498,TK Islam Al-Furqon,A,Jl. Seha II,Grogol Selatan,Kebayoran Lama
,TK Islam Al-Ghivari,Tidak Terakreditasi,Jl. Bima Jaya No. 18,Pasar Minggu,Pasar Minggu
69754775,TK Islam Al-Halimiyah,B,Jl. Robusta Raya No. 31,Pondok Kopi,Duren Sawit
20109769,TK Islam Al-Hanief,Tidak Terakreditasi,Jl. Kayu Tinggi No. 9,Cakung Timur,Cakung
20110427,TK Islam Al-Hayah,Tidak Terakreditasi,Jl. A. Raya No.40 Kelurahan Kartini,Kartini,Sawah Besar
20109940,TK Islam Al-Hidayah,Tidak Terakreditasi,Jl. Pondok Bambu Asri No. 09,Pondok Bambu,Duren Sawit
,TK Islam Al-Hikam,Tidak Terakreditasi,Jl. H. Musa No. 72,Petukangan Selatan,Pesanggrahan
20112452,TK Islam Al-Hikmah,Tidak Terakreditasi,Jl. Teluk Langsa 3 Blk.C7 No.8,Duren Sawit,Duren Sawit
,TK Islam Alhuda Terpadu,Tidak Terakreditasi,Jl. Latumeten II No. 25,Jelambar,Grogol Petamburan
,TK Islam Alifa,A,JL.H.NAIMUN no.1,Pondok Pinang,Kebayoran Lama
20111499,TK Islam Al-Ishlah,B,Jl. Cipulir II no.11,Cipulir,Kebayoran Lama
20110564,TK Islam Al-Ittihadiyah,B,Jl. Tanah Tinggi IV No. 5-9,Tanah Tinggi,Johar Baru
,TK Islam Al-Jairy,Tidak Terakreditasi,Jl. H. Jairi No. 1 Rt. 01/02,Rawa Buaya,Cengkareng
20110353,TK Islam Al-Jihad,B,Jl. Kramat Jaya No. 38,Johar Baru,Johar Baru
69785795,TK Islam Alkautsar,Tidak Terakreditasi,Jl. Pancoran Timur III No. 1 C,Pengadegan,Pancoran
69728388,TK Islam Al-Khoiriyah,Tidak Terakreditasi,Jl. Pondok Randu Rt. 004/02,Duri Kosambi,Cengkareng
20109817,TK Islam Allyfya Rahman,Tidak Terakreditasi,Jl. Marzuki II Rt. 001/02,Penggilingan,Cakung
,TK Islam Al-Madinah,Tidak Terakreditasi,Jl. Kemurnian V no.1,Glodok,Taman Sari
,TK Islam Almaka,Tidak Terakreditasi,Jl. Peta Selatan No. 1 Rt. 10/03,Kalideres,Kalideres
20109978,TK Islam Al-Mu'minun,Tidak Terakreditasi,Jl. Kenanga 1,Kalisari,Pasar Rebo
6975776,TK Islam Al-Wardah,Tidak Terakreditasi,Jl. H. Naman No. 22,Pondok Kelapa,Duren Sawit
20110066,TK Islam Amalia,Tidak Terakreditasi,Jl. Kayu Manis No.8,Balekambang,Kramat Jati
20109979,TK Islam Amar Ma'ruf,B,Jl. Rambutan No. 2,Baru,Pasar Rebo
20110112,TK Islam Amaryllis,A,Jl. Abd. Rachman No. 5B,Cibubur,Ciracas
69935310,TK Islam An Nash,Tidak Terakreditasi,JL. PEPAYA NO. 1,Pejaten Barat,Pasar Minggu
,TK Islam An Nasiriin,Tidak Terakreditasi,Jl. Klingkit Timur,Rawa Buaya,Cengkareng
69831034,TK Islam An Nidaa,Tidak Terakreditasi,Jl. Swadaya II No. 25,Manggarai,T e b e t
20109849,TK Islam An Nur,B,Jl. Kelapa I,Ujung Menteng,Cakung
,TK Islam An Nuriyah,B,Jl. Timbul No. 60,Cipedak,Jagakarsa
69875714,TK Islam An Nuur,Tidak Terakreditasi,Masjid An-Nuur Perumahan Permata Timur,Pondok Kelapa,Duren Sawit
,TK Islam Ananda,Tidak Terakreditasi,Jl. Palbatu III No. 3,Menteng Dalam,T e b e t
20110167,TK Islam Ananda,B,Jl. Lapangan Tembak No. 11,Cibubur,Ciracas
20109760,TK Islam Annajah,B,Jl. Tipar No. 3 Rt. 005/08,Cakung Barat,Cakung
20111503,TK Islam Annajah,A,Jl. Cileduk Raya 10,Petukangan Selatan,Pesanggrahan
